,�..Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
19526,WIKE,Kewaunee,44.5399,-87.5005,1,0.0244,2006,
19527,CADV,Death Valley,36.4619,-116.8668,1,0.0571,2006,
19528,OHOS,O'Shaughnessy Reservoir,40.2167,-83.2167,1,0.0169,2006,
19529,BCCH,Chilliwack,49.1113,-121.9436,1,0.0118,2006,
19530,ABED,Edmonton,53.4905,-113.5555,1,0.0038,2006,
19531,ARAR,Arkadelphia,34.1333,-93.05,1,0.0125,2006,
19532,ONPO,Port Hope-Cobourg,43.997,-78.2551,cw,0,2006,
19533,AKKE,Ketchikan,55.3831,-131.67,cw,0,2006,
19534,TXTY,Tyler,32.2777,-95.2991,cw,0,2006,
19535,OKBB,Broken Bow Reservoir,34.0554,-94.7048,cw,0,2006,
19536,TNNA,Nashville,36.0545,-86.9287,cw,0,2006,
19537,IAAM,Ames,42.0077,-93.5711,cw,0,2006,
19538,CTBA,Barkhamsted,41.9123,-72.9884,cw,0,2006,
19539,ONPT,Peterborough,44.3208,-78.3332,cw,0,2006,nd
19540,COPR,Pueblo Reservoir,38.2354,-104.7857,cw,0,2006,
19541,MEPA,Greater Portland,43.5858,-70.2242,cw,0,2006,
19542,QCGR,Granby,45.3937,-72.71,cw,0,2006,
19543,IAMC,Mason City,43.1692,-93.103,cw,0,2006,
19544,TXBF,Buffalo Bayou,29.7715,-95.5699,cw,0,2006,
19545,IDCD,Coeur d'Alene,47.738,-116.7882,cw,0,2006,
19546,ABHR,High River,50.5816,-113.8693,cw,0,2006,
19547,CASF,San Francisco,37.7143,-122.4689,cw,0,2006,
19548,BCPO,Powell River,49.8182,-124.4457,cw,0,2006,
19549,MACA,Cape Ann,42.6112,-70.73,cw,0,2006,
19550,MIMW,Muskegon Wastewater,43.2642,-85.9481,cw,0,2006,
19551,CAMA,Marysville,39.2,-121.5,67639,777.4598,2007,
19552,LACA,Catahoula N.W.R.,31.508,-92.0589,58245,1595.7534,2007,
19553,CASM,Sacramento,38.6,-121.55,36453,228.5455,2007,
19554,ORFG,Forest Grove,45.4851,-123.1269,30071,464.417,2007,
19555,NCAR,Alligator River N.W.R.,35.77,-76.08,27500,334.3465,2007,
19556,NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,24216,403.6,2007,
19557,WAPB,Padilla Bay,48.4834,-122.5667,21017,129.3354,2007,
19558,BCLA,Ladner,49.0538,-123.0573,17931,100.8776,2007,
19559,TXCY,Cypress Creek,29.9561,-95.89,13970,108.716,2007,
19560,CAPV,Peace Valley,39.1982,-121.8219,11728,260.6222,2007,
19561,CARC,Rio Cosumnes,38.3505,-121.4175,11489,69.736,2007,
19562,ORCO,Corvallis,44.5071,-123.2695,10992,117.8767,2007,
19563,TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,9593,129.6351,2007,
19564,WABG,Bellingham,48.8112,-122.5629,8308,46.1556,2007,
19565,TXPA,Port Aransas,27.8502,-97.1,8131,69.6445,2007,
19566,ORAI,Airlie,44.7131,-123.1744,6354,53.7336,2007,
19567,WASD,Sequim-Dungeness,48.1,-123.0667,4985,21.1229,2007,
19568,TNRL,Reelfoot Lake,36.4167,-89.3833,4951,130.2895,2007,
19569,CACB,Centerville Beach to King Salmon,40.642,-124.2428,4843,25.1258,2007,
19570,ORCB,Coos Bay,43.3759,-124.2973,4761,41.4,2007,
19571,TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,4753,42.2489,2007,
19572,BCWR,White Rock,49.062,-122.7289,4680,20.7539,2007,
19573,MSDG,Dahomey-Great River Road,33.7769,-90.9545,4634,99.6559,2007,
19574,ARBL,Big Lake N.W.R.,35.8874,-90.1227,4442,211.5238,2007,
19575,WAED,Edmonds,47.8524,-122.2489,4169,48.9032,2007,
19576,NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,3709,79.3369,2007,
19577,CABE,Benicia,38.1143,-122.1094,3604,17.9975,2007,
19578,CAST,Stockton,38.116,-121.3954,3526,27.8185,2007,
19579,CAMW,Merced N.W.R.,37.2301,-120.6885,3490,131.6981,2007,
19580,ILPM,Pere Marquette Park,38.9968,-90.6051,3345,66.9,2007,
19581,MDSD,Southern Dorchester County,38.3617,-76.0371,3321,40.012,2007,
19582,NCBP,Bodie-Pea Island,35.7824,-75.5458,3135,40.7143,2007,
19583,CAHF,Hayward-Fremont,37.6068,-122.0667,2972,10.0746,2007,
19584,CAOR,Oroville,39.5178,-121.5499,2355,37.5299,2007,
19585,TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,2292,6.1283,2007,
19586,ORDA,Dallas,44.8965,-123.3384,2171,44.7629,2007,
19587,TXRO,Rockport,28.0669,-97.1167,2148,30.7957,2007,
19588,FLMI,Merritt Island N.W.R.,28.6171,-80.6815,1900,13.3803,2007,
19589,NMRO,Roswell,33.397,-104.3983,1853,30.377,2007,
19590,WAOL,Olympia,47.0722,-122.8533,1716,9.5069,2007,
19591,WASB,Skagit Bay,48.2973,-122.3879,1684,22.7568,2007,
19592,BCDU,Duncan,48.7882,-123.6714,1674,23.0897,2007,
19593,OREU,Eugene,44.0768,-123.179,1639,7.1261,2007,
19594,CASS,Salton Sea (south),33.1579,-115.6132,1505,26.6372,2007,
19595,DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,1499,11.3346,2007,
19596,NVFA,Fallon,39.3965,-118.773,1491,29.0927,2007,
19597,TXBP,Bolivar Peninsula,29.5504,-94.4668,1480,18.3851,2007,
19598,CAPR,Point Reyes Peninsula,38.1216,-122.8901,1475,2.9618,2007,
19599,LACW,Crowley,30.1107,-92.3619,1466,18.557,2007,
19600,ARWA,Wapanocca N.W.R.,35.35,-90.2333,1465,44.3939,2007,
19601,WALP,Leadbetter Point,46.5605,-123.9894,1433,28.66,2007,
19602,NCCH,Cape Hatteras,35.2188,-75.6067,1383,16.0814,2007,
19603,ILCY,Cypress Creek,37.319,-89.0213,1258,19.5798,2007,
19604,CATO,Thousand Oaks,34.1489,-118.9699,1255,6.5535,2007,
19605,ORCE,Columbia Estuary,46.2192,-123.9461,1237,16.8874,2007,
19606,MOBO,Big Oak Tree S.P.,36.6667,-89.2667,1200,54.5455,2007,
19607,CALC,Lincoln,38.8704,-121.3919,1176,9.561,2007,
19608,WAEV,Everett-Marysville,48.0833,-122.2167,1134,8.9291,2007,
19609,CASD,San Diego,32.6473,-117.117,1068,4.5206,2007,
19610,ARBD,Bayou DeView,34.872,-91.2917,1062,20.8235,2007,
19611,WAKA,Kent-Auburn,47.3598,-122.1787,1034,6.586,2007,
19612,CALS,Los Baños,37.0612,-120.8849,956,23.9,2007,
19613,TXMN,McNary,31.2682,-105.7871,950,30.8943,2007,
19614,CAAR,Arcata,40.8653,-124.1565,932,3.0608,2007,
19615,BCVI,Victoria,48.4667,-123.4,922,2.2626,2007,
19616,CAMR,Morro Bay,35.3,-120.7767,915,3.3889,2007,
19617,ORTB,Tillamook Bay,45.5167,-123.8833,898,9.7609,2007,
19618,CASL,San Jacinto Lake,33.8745,-117.1239,890,9.9441,2007,
19619,CASJ,San Jose,37.4033,-121.8821,841,3.7629,2007,
19620,PAGL,Delaware County (Glenolden),39.8992,-75.3729,831,4.8455,2007,
19621,ORBR,Brownsville,44.3536,-122.9671,814,8.2222,2007,
19622,AZHV,Havasu N.W.R.,34.4525,-114.3107,812,10.8993,2007,
19623,ILCO,Crab Orchard N.W.R.,37.7196,-89.0212,800,16.2437,2007,
19624,VACI,Chincoteague N.W.R.,37.9672,-75.3669,794,12.5039,2007,
19625,WAPT,Port Townsend,48.05,-122.7333,793,9.3294,2007,
19626,ORPD,Portland,45.5167,-122.7,719,3.0466,2007,
19627,UTFS,Fish Springs N.W.R.,39.8107,-113.399,700,12.963,2007,
19628,CAMC,Marin County (southern),37.9214,-122.5643,700,2.4034,2007,
19629,DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,694,8.0933,2007,
19630,CAOC,Orange County (coastal),33.6725,-117.9453,693,1.9425,2007,
19631,WASA,Satsop,46.9834,-123.7167,692,10.6462,2007,
19632,MSWC,Washington County (south),33.097,-90.9857,599,12.3505,2007,
19633,ARPB,Pine Bluff,34.2295,-92.0033,580,12.0833,2007,
19634,CAMD,Moss Landing,36.897,-121.7407,554,1.9645,2007,
19635,ARLO,Lonoke,34.749,-91.8957,550,7.5342,2007,
19636,ORSU,Summer Lake,42.9731,-120.7778,537,14.9167,2007,
19637,WAWK,Wahkiakum,46.1917,-123.4667,524,7.7059,2007,
19638,UTBR,Bear River Migratory Bird Refuge,41.4804,-112.2675,514,39.5385,2007,
19639,CAPA,Palo Alto,37.4064,-122.1559,497,1.7347,2007,
19640,ARWR,White River N.W.R.,34.3146,-91.121,470,6.1438,2007,
19641,BCNN,Nanaimo,49.1668,-123.9333,465,2.8012,2007,
19642,AZPR,Prescott,34.5419,-112.4701,464,0,2007,
19643,TXKI,Kingsville,27.4658,-97.8551,464,6.2282,2007,
19644,VAWA,Walkerton,37.6809,-77.0313,462,3.4478,2007,
19645,TNCC,Cross Creeks N.W.R.,36.476,-87.7528,415,5.9712,2007,
19646,ALWH,Wheeler N.W.R.,34.6001,-86.8837,406,4.2737,2007,
19647,WAOH,Oak Harbor,48.2646,-122.6805,404,2.9597,2007,
19648,TXAR,Aransas N.W.R.,28.2333,-96.8833,404,3.7669,2007,
19649,CALR,Lake Almanor,40.2833,-121.25,403,11.0411,2007,
19650,TXSR,Sea Rim S.P.,29.7334,-93.9563,394,5.3064,2007,
19651,TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,387,3.5833,2007,
19652,ILHL,Horseshoe Lake,37.2089,-89.3311,384,4.4393,2007,
19653,BCAM,Abbotsford-Mission,49.1136,-122.3031,383,4.0963,2007,
19654,NCPI,Portsmouth Island,35,-76.1167,350,15.9091,2007,
19655,LABC,Bossier-Caddo-Bienville,32.2932,-93.5026,339,4.52,2007,
19656,BCVA,Vancouver,49.2603,-123.105,339,1.3922,2007,
19657,CALB,Long Beach-el Dorado,33.8533,-118.0908,312,2.3111,2007,
19658,BCPL,Port Clements,53.6346,-132.2129,306,19.125,2007,
19659,WASE,Seattle,47.6017,-122.3341,303,1.4192,2007,
19660,MSAL,Arkabutla Lake,34.7624,-90.1306,302,9.8211,2007,
19661,NJOC,Oceanville,39.4422,-74.4605,302,3.2561,2007,
19662,CAEC,East Contra Costa County,37.9118,-121.678,291,3.4035,2007,
19663,MXNP,"Navopatia, Sonora, Mexico",26.4,-109.2333,290,17.5758,2007,
19664,WAML,Moses Lake,47.1381,-119.3214,282,4.9043,2007,
19665,CAES,Escondido,33.1025,-116.9403,272,2.0923,2007,
19666,DERE,Rehoboth,38.6035,-75.1073,267,3.3797,2007,
19667,CAOA,Oakland,37.8146,-122.233,261,0.6983,2007,
19668,CARS,Rancho Santa Fe,33.0003,-117.1628,255,1.6532,2007,
19669,LADA,D'Arbonne,32.6583,-92.241,252,3.1111,2007,
19670,NLSJ,St. Johns,47.5833,-52.7239,252,3.018,2007,
19671,TXHA,Hagerman N.W.R.,33.7807,-96.7444,243,3.9836,2007,
19672,IDAF,American Falls Reservoir,42.9833,-112.7,241,9.0093,2007,
19673,VAFB,Fort Belvoir,38.709,-77.1939,239,0.6993,2007,
19674,NMSE,Sevilleta N.W.R.,34.3167,-106.95,238,4.8571,2007,
19675,OKSP,Salt Plains N.W.R.,36.785,-98.1789,237,2.7719,2007,
19676,NYSN,L.I.: Southern Nassau County,40.6298,-73.5907,224,0.9892,2007,
19677,FLSO,STA5-Clewiston,26.516,-80.916,220,4.8352,2007,
19678,MIAB,Anchor Bay,42.6273,-82.6647,214,3.0141,2007,
19679,NJBP,Belleplain,39.25,-74.9333,207,3.7808,2007,
19680,COJM,John Martin Reservoir,38.058,-103.033,203,2.7525,2007,
19681,MSSI,Sidon,33.3624,-90.2479,200,20,2007,
19682,MXCR,"Colorado River Delta, Sonora, Mexico",31.5503,-114.5203,198,6.1875,2007,
19683,TXCT,Coastal Tip,26.0278,-97.2334,183,5.0483,2007,
19684,MDOC,Ocean City,38.3128,-75.2122,182,0.9785,2007,
19685,WASJ,San Juan Islands Archipelago,48.5462,-123.013,180,1.4938,2007,
19686,TXAM,Amarillo,34.9851,-101.7021,173,7.8636,2007,
19687,UTSL,Salt Lake City,40.7695,-111.8884,173,1.5076,2007,
19688,BCPA,Port Alberni,49.2573,-124.814,163,3.3436,2007,
19689,TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.533,-96.8635,160,0.804,2007,
19690,CODV,Denver (urban),39.7347,-104.8753,158,1.417,2007,
19691,MOPB,Poplar Bluff,36.7676,-90.4149,155,3.8994,2007,
19692,NCPD,Pee Dee N.W.R.,35.1167,-80.05,148,4.7742,2007,
19693,WATO,Toppenish N.W.R.,46.3609,-120.4179,146,2.2636,2007,
19694,AZGR,Gila River,33.3071,-112.6833,139,0.944,2007,
19695,CACS,Crystal Springs,37.5184,-122.3751,138,0.5732,2007,
19696,SCAB,Ace Basin,32.6126,-80.4813,135,15,2007,
19697,TXLU,Lubbock County,33.5849,-101.7925,134,2.0938,2007,
19698,ONAI,Amherst Island,44.0927,-76.6757,130,4.6429,2007,
19699,IDBH,Buhl,42.63,-114.82,122,4.0667,2007,
19700,CADN,Del Norte County,41.8446,-124.1712,120,1.0667,2007,
19701,ORKF,Klamath Falls,42.1595,-121.7351,116,1.5415,2007,
19702,MXSC,"San Carlos, Sonora, Mexico",28.0389,-110.9377,115,7.1875,2007,
19703,TXWR,White River,33.482,-101.1082,113,2.5111,2007,
19704,LANO,New Orleans,30.0236,-89.9167,106,1.6759,2007,
19705,MDLK,Lower Kent County,39.1427,-76.1921,97,1.1149,2007,
19706,LATR,Tensas River N.W.R.,32.2833,-91.3667,95,3.0645,2007,
19707,BCNB,Nanoose Bay,49.285,-124.1357,92,1.8492,2007,
19708,NCPC,Pamlico County,35.1435,-76.6526,92,1.84,2007,
19709,AZNO,Nogales,31.4338,-110.9358,87,1.2889,2007,
19710,UTPR,Provo,40.2526,-111.6688,87,0.6421,2007,
19711,NJLH,Lower Hudson,40.7751,-74.0009,86,1.0393,2007,
19712,CAMS,Mount Shasta,41.5342,-122.4141,86,1.1944,2007,
19713,ILRL,Rend Lake,38.1324,-88.9677,85,2.2368,2007,
19714,IDHV,Hagerman Valley,42.8167,-114.9,84,1.4737,2007,
19715,ORYB,Yaquina Bay,44.5866,-124.0642,82,0.7273,2007,
19716,MDJB,Jug Bay,38.7532,-76.6415,80,0.5565,2007,
19717,NJCM,Cape May,39.0123,-74.8778,79,0.3784,2007,
19718,TXHG,Harlingen,26.177,-97.6813,74,0.7789,2007,
19719,UTSR,Silver Reef,37.2531,-113.3675,73,0.5368,2007,
19720,AZRC,Ramsey Canyon,31.4599,-110.2068,73,0.4941,2007,
19721,ILUC,Union County,37.4676,-89.4048,73,0.6577,2007,
19722,TXVC,Village Creek Drying Beds,32.7667,-97.1167,67,1.4565,2007,
19723,COBL,Barr Lake,39.9721,-104.6955,66,1.9412,2007,
19724,OKTI,Tishomingo N.W.R.,34.1833,-96.65,64,1.561,2007,
19725,CAPC,Putah Creek,38.481,-122.0306,64,0.3084,2007,
19726,WAEA,East Lake Washington,47.5899,-121.9995,61,0.9139,2007,
19727,NESC,Scottsbluff,41.8674,-103.6408,61,2,2007,
19728,CATL,Tule Lake,41.9465,-121.539,60,2.2222,2007,
19729,NMFA,Farmington,36.7833,-108.102,58,1.0995,2007,
19730,TXLS,La Sal Vieja,26.4849,-97.9649,58,0.7785,2007,
19731,MSML,Moon Lake (Lula),34.4937,-90.4931,57,6,2007,
19732,TXBU,Bell County,30.9667,-97.45,56,1.12,2007,
19733,TXMI,Midland,31.95,-102.0333,55,0.8088,2007,
19734,MXEP,"Ensenada de La Paz, BCS, Mexico",24.11,-110.42,55,2.2917,2007,
19735,AZTV,Tucson Valley,32.3016,-110.9735,54,0.2667,2007,
19736,MOCO,Columbia,38.8915,-92.3348,54,0.4372,2007,
19737,DEMF,Milford,38.9595,-75.4275,54,0.6879,2007,
19738,AZEL,Elfrida,31.6667,-109.6833,53,1.4722,2007,
19739,NMCA,Caballo,32.953,-107.3122,53,0.8983,2007,
19740,TXFR,Freeport,29.0172,-95.3551,53,0.2091,2007,
19741,CASA,Santa Ana River Valley,33.9068,-117.4889,51,1.3247,2007,
19742,CORO,Rocky Ford,38.1326,-103.679,51,1.9245,2007,
19743,TXQN,Quanah,34.3285,-99.6831,50,0.9434,2007,
19744,CASZ,Sonoma Valley,38.2931,-122.5037,50,0.2506,2007,
19745,ALEU,Eufaula N.W.R.,31.9939,-85.0886,50,1.5873,2007,
19746,NYSM,L.I.: Smithtown,40.9133,-73.1386,50,0.3205,2007,
19747,ORFL,Florence,44.0334,-124.0667,49,0.4279,2007,
19748,TXBS,Big Spring,32.2391,-101.4162,49,1.3611,2007,
19749,AZGV,Green Valley-Madera Canyon,31.7923,-110.9151,49,0.2737,2007,
19750,VABB,Back Bay N.W.R.,36.65,-76,48,0.4848,2007,
19751,RISK,South Kingstown,41.4295,-71.5588,48,0.381,2007,
19752,CALH,Lake Henshaw,33.2112,-116.7255,47,0.8,2007,
19753,WAKC,Kitsap County,47.6323,-122.6609,46,0.4107,2007,
19754,CACW,Caswell-Westley,37.6061,-121.174,46,0.6053,2007,
19755,WYSV,Star Valley,42.8492,-110.9839,46,2.7059,2007,
19756,NJBA,Barnegat,39.6667,-74.1667,45,0.4749,2007,
19757,TXLR,Lake Ray Hubbard,32.9296,-96.5363,45,0.9137,2007,
19758,OKST,Stillwater,36.1452,-97.1765,44,0.6048,2007,
19759,NCPE,Pettigrew S.P.,35.7667,-76.45,44,0.7126,2007,
19760,MOCC,Clarence Cannon N.W.R.,39.1667,-90.7808,43,0.839,2007,
19761,CAFO,Folsom,38.6618,-121.0974,43,0.229,2007,
19762,FLLA,Lakeland,28.0261,-81.8507,43,0.3399,2007,
19763,INGP,Goose Pond,38.9678,-87.1864,42,0.5367,2007,
19764,IDNA,Nampa,43.568,-116.6729,42,0.535,2007,
19765,GASV,"Savannah, GA-SC",32.0842,-81.0667,42,0.2393,2007,
19766,OKWM,Wichita Mountains Wildlife Refuge,34.7333,-98.6667,41,0.5031,2007,
19767,CACH,China Lake,35.6518,-117.7056,40,0.597,2007,
19768,COBR,Bonny Reservoir,39.6307,-102.1845,40,0.5714,2007,
19769,TXGA,Galveston,29.3333,-94.8333,40,0.3008,2007,
19770,MXES,"Ensenada, Baja California, Mexico",31.8002,-116.6335,39,0.5693,2007,
19771,CACM,Claremont,34.1384,-117.7073,39,0.291,2007,
19772,BCPM,Pitt Meadows,49.2839,-122.6729,38,0.2269,2007,
19773,CASB,Santa Barbara,34.4512,-119.7627,38,0.1094,2007,
19774,TXLD,Laredo,27.5,-99.4167,36,0.6792,2007,
19775,WATC,Tri-Cities,46.2357,-119.1805,36,0.2609,2007,
19776,TXBA,Balmorhea,30.9858,-103.7459,36,1.5158,2007,
19777,CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,36,0.2466,2007,
19778,CNSA,"Saipan, C.N.M.I.",15.1991,145.7506,35,2.1875,2007,
19779,CALN,Lancaster,34.7043,-118.086,34,0.4331,2007,
19780,ILBL,Baldwin Lake-Kaskaskia River Valley,38.2858,-89.8397,33,1.056,2007,
19781,AZPT,Phoenix-Tres Rios,33.3725,-112.3582,33,0.2391,2007,
19782,MXEG,"El Yugo, Sinaloa, Mexico",23.2779,-106.4673,32,3.2,2007,
19783,TXAB,Abilene,32.3501,-99.7502,32,0.8312,2007,
19784,NJGS,Great Swamp-Watchung Ridges,40.6983,-74.4017,31,0.4788,2007,
19785,DEMI,Middletown,39.4753,-75.6347,31,0.5,2007,
19786,VAWI,Williamsburg,37.2792,-76.6987,30,0.3704,2007,
19787,NVEL,Elko,40.7426,-115.6987,30,0.6818,2007,
19788,ORSL,Silverton,44.966,-122.7065,30,0.4286,2007,
19789,SCWB,Winyah Bay,33.2458,-79.2292,30,0.4743,2007,
19790,FLSM,St. Marks,30.1536,-84.2227,28,0.3467,2007,
19791,MTST,Stevensville,46.513,-114.0922,28,0.2872,2007,
19792,NYSI,Staten Island,40.5833,-74.15,28,0.2617,2007,
19793,AZMY,Martinez Lake-Yuma,32.8884,-114.4623,28,0.2947,2007,
19794,MAMC,Mid-Cape Cod,41.7004,-70.3002,26,0.3059,2007,
19795,TXPM,Palmetto S.P.,29.5833,-97.5833,26,0.619,2007,
19796,NMMA,Maxwell N.W.R.,36.5954,-104.6499,26,1.4857,2007,
19797,NMLV,Las Vegas,35.595,-105.2152,25,0.9901,2007,
19798,BCDB,Deep Bay,49.4657,-124.7362,25,0.1678,2007,
19799,NJMA,Marmora,39.2647,-74.6472,24,0.7111,2007,
19800,NVHE,Henderson,36.0833,-114.95,24,1.4545,2007,
19801,ILCE,Carlyle Lake,38.7,-89.2667,23,0.2644,2007,
19802,VACC,Cape Charles,37.1899,-75.941,23,0.1933,2007,
19803,MXRC,"Rio Corona, Tamaulipas, Mexico",23.9333,-98.9333,23,1.9167,2007,
19804,ILLA,Lisle Arboretum,41.7518,-87.9738,22,0.1088,2007,
19805,OKSE,Sequoyah,34.4985,-94.9695,22,0.8148,2007,
19806,MOOF,Orchard Farm,38.8793,-90.4462,22,0.4783,2007,
19807,COGR,Greeley,40.3936,-104.6801,21,0.3717,2007,
19808,OKSC,Stephens County,34.5667,-97.7833,20,0.402,2007,
19809,NMLO,Loving,32.291,-104.0667,20,0.6452,2007,
19810,CAWB,Wallace-Bellota,38.1167,-120.9833,20,0.2111,2007,
19811,BCSI,Skidegate Inlet,53.2112,-131.9876,20,0.9639,2007,
19812,CAEL,Eagle Lake,40.6299,-120.7518,20,0.2941,2007,
19813,ILAP,Arklands Pyramid,37.575,-89.3228,20,0.25,2007,
19814,MOMS,Maramec Spring,37.9594,-91.5698,19,0.717,2007,
19815,MTWY,West Yellowstone,44.7992,-111.2958,19,0.4043,2007,
19816,CAYR,Yreka,41.7495,-122.5247,19,0.3193,2007,
19817,BCCH,Chilliwack,49.1113,-121.9436,19,0.1603,2007,
19818,OHMA,Mansfield,40.7042,-82.5486,18,0.3051,2007,
19819,MXEL,"El Naranjo, San Luis Potosi, Mexico",22.5,-99.4,18,0.4186,2007,
19820,TXNB,New Braunfels,29.7,-98.1167,18,0.2687,2007,
19821,TXCR,Crawford,31.556,-97.3556,18,0.3144,2007,
19822,TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,18,0.3,2007,
19823,WYJH,Jackson Hole,43.5742,-110.7332,18,0.1593,2007,
19824,AZSV,Salt Verde River,33.639,-111.616,18,0.096,2007,
19825,KSLC,Linn County,38.2833,-94.75,17,1.0968,2007,
19826,MANE,Newburyport,42.7398,-70.8987,17,0.1168,2007,
19827,INPL,Patoka Lake,38.4347,-86.6062,17,0.5574,2007,
19828,MOHF,(Horton) Four Rivers,38.02,-94.357,17,0.3696,2007,
19829,NYGE,Geneva,42.8667,-76.9833,17,0.2394,2007,
19830,MDOA,Oakland,39.4936,-79.3658,17,0.2473,2007,
19831,CACL,Clear Lake,38.9392,-122.7199,17,0.1549,2007,
19832,TXLK,Lake Tawakoni,32.7667,-95.9167,16,0.3404,2007,
19833,BCCR,Campbell River,49.9666,-125.2088,16,0.185,2007,
19834,OHWO,Wooster,40.7464,-82.0189,16,0.1877,2007,
19835,BCHR,Harrison River,49.3163,-121.8499,16,0.3299,2007,
19836,HIKA,Kaua'i: Kapa'a,22.15,-159.4167,16,0.7805,2007,
19837,FLAL,Alafia Banks,27.792,-82.3349,16,0.2169,2007,
19838,INJC,Johnson County,39.4103,-86.0668,16,0.4,2007,
19839,INMC,McCormick's Creek S.P.,39.2863,-86.7268,15,0.303,2007,
19840,CAFR,Fall River Mills,41.0616,-121.4899,15,0.1875,2007,
19841,TXSB,San Bernard N.W.R.,28.8667,-95.5667,15,0.092,2007,
19842,PALB,Southern Bucks County,40.1765,-74.8971,15,0.1022,2007,
19843,TXDM,Davis Mountains,30.647,-104.0093,15,0.3226,2007,
19844,FLMR,Myakka River S.P.,27.233,-82.236,15,0.2098,2007,
19845,TXST,San Antonio,29.3148,-98.608,15,0.1807,2007,
19846,OKFG,Fort Gibson Reservoir,35.85,-95.3167,15,0.2564,2007,
19847,ONSL,St. Clair N.W.A.,42.3667,-82.35,15,0.198,2007,
19848,ILNE,Newton,38.0441,-88.3181,15,0.2655,2007,
19849,MIRO,Rockwood,42.0684,-83.2499,15,0.1571,2007,
19850,INTH,Terre Haute,39.4165,-87.407,15,0.1304,2007,
19851,CAON,Orange County (northeastern),33.7145,-117.6776,15,0.0581,2007,
19852,LANA,Natchitoches,31.824,-93.0635,14,0.2445,2007,
19853,ILCA,Chautauqua N.W.R.,40.4167,-89.95,14,0.2814,2007,
19854,TXRL,Robert Lee,31.9161,-100.4999,14,0.4375,2007,
19855,MDST,St. Michaels,38.7506,-76.2531,14,0.1687,2007,
19856,CODE,Denver,39.587,-105.143,14,0.0738,2007,
19857,TXCK,Choke Canyon,28.4913,-98.3082,14,0.183,2007,
19858,CASF,San Francisco,37.7143,-122.4689,14,0.0636,2007,
19859,WYCO,Cody,44.4829,-109.0565,13,0.1688,2007,
19860,CASR,Santa Rosa,38.4379,-122.7116,13,0.089,2007,
19861,NVAM,Ash Meadows N.W.R.,36.4253,-116.2915,13,0.619,2007,
19862,LASA,Sabine N.W.R.,29.8545,-93.3892,13,0.1992,2007,
19863,ORGP,Grants Pass,42.4186,-123.3669,13,0.1672,2007,
19864,BCPQ,Parksville-Qualicum Beach,49.3458,-124.36,13,0.1683,2007,
19865,NJMO,Moorestown,39.9422,-74.9391,13,0.1215,2007,
19866,NYNN,L.I.: Northern Nassau County,40.866,-73.5938,12,0.0498,2007,
19867,CALU,La Purisima,34.6616,-120.5368,12,0.2254,2007,
19868,ORME,Medford,42.4026,-122.8559,12,0.1129,2007,
19869,ILMF,Middle Fork River Valley,40.247,-87.7009,12,0.2581,2007,
19870,CAMN,Manchester,39.0347,-123.6897,12,0.1277,2007,
19871,BCSA,Salmon Arm,50.7,-119.2333,12,0.3,2007,
19872,WAGH,Grays Harbor,46.9667,-124.05,12,0.0805,2007,
19873,TNCH,Chattanooga,35.104,-85.2292,12,0.1326,2007,
19874,ORRD,Redmond,44.2635,-121.1195,12,0.2202,2007,
19875,CODU,Durango,37.2001,-107.8119,12,0.3288,2007,
19876,LACL,Cheneyville-Lecompte,31.1,-92.3667,12,0.192,2007,
19877,NJCC,Cumberland County,39.3325,-75.2004,12,0.0808,2007,
19878,MAPL,Plymouth,41.8733,-70.6012,11,0.1982,2007,
19879,TXKV,Kerrville,30.0646,-99.1757,11,0.2292,2007,
19880,ARHB,Holla Bend N.W.R.,35.166,-93.1382,11,0.1161,2007,
19881,ILBH,"Bird Haven Sanctuary, Olney",38.7529,-88.076,11,0.1938,2007,
19882,TXFW,Fort Worth,32.7661,-97.4715,11,0.1009,2007,
19883,NSCS,Cape Sable Island,43.4834,-65.6167,11,0.1964,2007,
19884,IDSP,Sandpoint,48.2749,-116.5624,11,0.3188,2007,
19885,NYQW,L.I.: Quogue-Watermill,40.8591,-72.4524,11,0.1279,2007,
19886,HILA,Laysan Island,25.7691,-171.7331,11,0.7719,2007,
19887,MDBH,Baltimore Harbor,39.2661,-76.4911,10,0.2273,2007,
19888,NJTM,Trenton Marshes,40.1918,-74.7276,10,0.1375,2007,
19889,PAIN,Indiana,40.615,-79.1408,10,0.0778,2007,
19890,PALV,Lehigh Valley,40.5479,-75.6059,10,0.0789,2007,
19891,FLTH,Tallahassee,30.5291,-84.2364,10,0.1563,2007,
19892,OHAD,Ashland,40.8167,-82.2993,10,0.1932,2007,
19893,ONHA,Hamilton,43.2679,-79.8852,10,0.0467,2007,
